id,svenska,ordklass,förklaring_sv,kort_förklaring_sv,suomeksi,område,källa_url
646,dekonstruera,verb,"Att dekonstruera är att ingripa i ett material eller en situation genom språk, metod, tolkning, samtal eller gestaltning. Verbet hjälper att beskriva forskarens, lärarens eller konstnärens arbete som aktivt, situerat och ansvarigt. Termen hjälper att sätta en enskild studie i relation till bredare teoretiska och historiska sammanhang.",Rör konstnärlig form och betydelse.,dekonstruoida,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
647,historicera,verb,"historicera är ett verb som beskriver en akademisk, pedagogisk eller konstnärlig handling. Det betonar hur den som arbetar påverkar vad som kan bli synligt, begripligt eller möjligt att diskutera. Inom humanistisk teori, kulturteori och vetenskapsteori kopplas verbet till begrepp, tolkningar, traditioner, kritiska läsningar och de villkor som gör kunskap möjlig.",Beskriver en akademisk handling.,historiallistaa,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
648,genealogisera,verb,"Verbet genealogisera används när forskaren, läraren eller studenten aktivt gör något med ett material, en teori, en bild eller en situation. Det markerar att analys och kunskapande är processer som sker steg för steg. I humanistisk teori, kulturteori och vetenskapsteori kopplas handlingen ofta till begrepp, tolkningar, traditioner, kritiska läsningar och de villkor som gör kunskap möjlig.",Beskriver en akademisk handling.,genealogisoida,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
649,konstruera,verb,"Att konstruera betyder här att utföra en medveten forsknings-, tolknings- eller undervisningshandling. Verbet beskriver en process snarare än ett färdigt resultat. Inom humanistisk teori, kulturteori och vetenskapsteori används det för att visa hur kunskap, analys och material formas genom konkreta val.",Rör konstnärlig form och betydelse.,konstruoida,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
650,reproducera,verb,"När man säger att man ska reproducera handlar det om att pröva, ordna, läsa, förändra, synliggöra eller kommunicera något på ett metodiskt sätt. Ordet är användbart när mening, historia, språk, subjektivitet, kunskap och vetenskapliga antaganden analyseras. Det hjälper att beskriva hur arbetet faktiskt går till.",Beskriver en akademisk handling.,uusintaa,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
651,legitimera,verb,"I akademiska texter används legitimera för att beskriva vad man gör när man utvecklar en fråga, bearbetar material eller kommunicerar ett resultat. Det hör särskilt hemma i humanistisk teori, kulturteori och vetenskapsteori, där processen ofta är lika viktig som slutsatsen.",Beskriver en akademisk handling.,legitimoida,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
652,naturaliseras,verb,"Att naturaliseras är att ingripa i ett material eller en situation genom språk, metod, tolkning, samtal eller gestaltning. Verbet hjälper att beskriva forskarens, lärarens eller konstnärens arbete som aktivt, situerat och ansvarigt. Termen hjälper att sätta en enskild studie i relation till bredare teoretiska och historiska sammanhang.",Beskriver en akademisk handling.,luonnollistua,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
653,disciplinera,verb,"Att disciplinera är att ingripa i ett material eller en situation genom språk, metod, tolkning, samtal eller gestaltning. Verbet hjälper att beskriva forskarens, lärarens eller konstnärens arbete som aktivt, situerat och ansvarigt. Termen hjälper att sätta en enskild studie i relation till bredare teoretiska och historiska sammanhang.",Beskriver en akademisk handling.,kurinalaistaa,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
654,subjektivera,verb,"I akademiska texter används subjektivera för att beskriva vad man gör när man utvecklar en fråga, bearbetar material eller kommunicerar ett resultat. Det hör särskilt hemma i humanistisk teori, kulturteori och vetenskapsteori, där processen ofta är lika viktig som slutsatsen.",Handlar om positioner och identitet.,subjektivoida,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
655,representera,verb,"Att representera betyder här att utföra en medveten forsknings-, tolknings- eller undervisningshandling. Verbet beskriver en process snarare än ett färdigt resultat. Inom humanistisk teori, kulturteori och vetenskapsteori används det för att visa hur kunskap, analys och material formas genom konkreta val.",Beskriver en akademisk handling.,representoida,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
656,mediera,verb,"Verbet mediera används när forskaren, läraren eller studenten aktivt gör något med ett material, en teori, en bild eller en situation. Det markerar att analys och kunskapande är processer som sker steg för steg. I humanistisk teori, kulturteori och vetenskapsteori kopplas handlingen ofta till begrepp, tolkningar, traditioner, kritiska läsningar och de villkor som gör kunskap möjlig.",Beskriver en akademisk handling.,medioida,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
657,artikuleras,verb,"I akademiska texter används artikuleras för att beskriva vad man gör när man utvecklar en fråga, bearbetar material eller kommunicerar ett resultat. Det hör särskilt hemma i humanistisk teori, kulturteori och vetenskapsteori, där processen ofta är lika viktig som slutsatsen.",Beskriver en akademisk handling.,artikuloitua,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
658,förkroppsligas,verb,"Att förkroppsligas är att ingripa i ett material eller en situation genom språk, metod, tolkning, samtal eller gestaltning. Verbet hjälper att beskriva forskarens, lärarens eller konstnärens arbete som aktivt, situerat och ansvarigt. Termen hjälper att sätta en enskild studie i relation till bredare teoretiska och historiska sammanhang.",Knyter kunskap till kroppslig erfarenhet.,ruumiillistua,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
659,problematiseras,verb,"När man säger att man ska problematiseras handlar det om att pröva, ordna, läsa, förändra, synliggöra eller kommunicera något på ett metodiskt sätt. Ordet är användbart när mening, historia, språk, subjektivitet, kunskap och vetenskapliga antaganden analyseras. Det hjälper att beskriva hur arbetet faktiskt går till.",Beskriver en akademisk handling.,problematisoitua,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
660,överskrida gränser,verb,"I akademiska texter används överskrida gränser för att beskriva vad man gör när man utvecklar en fråga, bearbetar material eller kommunicerar ett resultat. Det hör särskilt hemma i humanistisk teori, kulturteori och vetenskapsteori, där processen ofta är lika viktig som slutsatsen.",Beskriver en akademisk handling.,ylittää rajoja,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
661,upprätthålla normer,verb,"upprätthålla normer är ett verb som beskriver en akademisk, pedagogisk eller konstnärlig handling. Det betonar hur den som arbetar påverkar vad som kan bli synligt, begripligt eller möjligt att diskutera. Inom humanistisk teori, kulturteori och vetenskapsteori kopplas verbet till begrepp, tolkningar, traditioner, kritiska läsningar och de villkor som gör kunskap möjlig.",Synliggör och granskar normer.,ylläpitää normeja,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
662,förskjuta betydelser,verb,"Verbet förskjuta betydelser används när forskaren, läraren eller studenten aktivt gör något med ett material, en teori, en bild eller en situation. Det markerar att analys och kunskapande är processer som sker steg för steg. I humanistisk teori, kulturteori och vetenskapsteori kopplas handlingen ofta till begrepp, tolkningar, traditioner, kritiska läsningar och de villkor som gör kunskap möjlig.",Beskriver en akademisk handling.,siirtää merkityksiä,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
663,skapa mening,verb,"skapa mening är ett verb som beskriver en akademisk, pedagogisk eller konstnärlig handling. Det betonar hur den som arbetar påverkar vad som kan bli synligt, begripligt eller möjligt att diskutera. Inom humanistisk teori, kulturteori och vetenskapsteori kopplas verbet till begrepp, tolkningar, traditioner, kritiska läsningar och de villkor som gör kunskap möjlig.",Beskriver en akademisk handling.,luoda merkitystä,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
664,läsa kritiskt,verb,"I akademiska texter används läsa kritiskt för att beskriva vad man gör när man utvecklar en fråga, bearbetar material eller kommunicerar ett resultat. Det hör särskilt hemma i humanistisk teori, kulturteori och vetenskapsteori, där processen ofta är lika viktig som slutsatsen.",Beskriver en akademisk handling.,lukea kriittisesti,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
665,humanistisk,adjektiv,"När något kallas humanistisk sägs det ha en viss teoretisk, metodisk eller pedagogisk karaktär. Adjektivet hjälper till att nyansera analysen: det visar inte bara vad något är, utan hur det verkar i ett sammanhang. I humanistisk teori, kulturteori och vetenskapsteori används det ofta för att beskriva begrepp, tolkningar, traditioner, kritiska läsningar och de villkor som gör kunskap möjlig.",Anger en analytisk kvalitet.,humanistinen,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
666,samhällsvetenskaplig,adjektiv,"samhällsvetenskaplig används för att beskriva något som kännetecknas av en viss riktning, kvalitet eller relation. I forskning och undervisning är ordet användbart eftersom det gör det möjligt att precisera stämning, metod, maktrelation, materialitet eller kunskapssyn. Det passar väl inom humanistisk teori, kulturteori och vetenskapsteori.",Anger en analytisk kvalitet.,yhteiskuntatieteellinen,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
667,begreppslig,adjektiv,"Att beskriva något som begreppslig innebär att man lyfter fram en särskild kvalitet hos fenomenet. I humanistisk teori, kulturteori och vetenskapsteori hjälper adjektivet att göra analysens perspektiv tydligt och avgränsat. Det kan användas för att beskriva både teori, metod, material och pedagogisk praktik.",Anger en analytisk kvalitet.,käsitteellinen,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
668,kritisk-teoretisk,adjektiv,"kritisk-teoretisk är ett beskrivande ord som gör en akademisk formulering mer exakt. Det kan användas om perspektiv, material, handlingar, miljöer eller relationer. Termen är särskilt nyttig när mening, historia, språk, subjektivitet, kunskap och vetenskapliga antaganden analyseras.",Ger begreppsliga tolkningsramar.,kriittis-teoreettinen,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
669,poststrukturalistisk,adjektiv,"När något kallas poststrukturalistisk sägs det ha en viss teoretisk, metodisk eller pedagogisk karaktär. Adjektivet hjälper till att nyansera analysen: det visar inte bara vad något är, utan hur det verkar i ett sammanhang. I humanistisk teori, kulturteori och vetenskapsteori används det ofta för att beskriva begrepp, tolkningar, traditioner, kritiska läsningar och de villkor som gör kunskap möjlig.",Anger en analytisk kvalitet.,poststrukturalistinen,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
670,dekonstruktiv,adjektiv,"Att beskriva något som dekonstruktiv innebär att man lyfter fram en särskild kvalitet hos fenomenet. I humanistisk teori, kulturteori och vetenskapsteori hjälper adjektivet att göra analysens perspektiv tydligt och avgränsat. Det kan användas för att beskriva både teori, metod, material och pedagogisk praktik.",Rör konstnärlig form och betydelse.,dekonstruktiivinen,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
671,historiserande,adjektiv,"historiserande är ett beskrivande ord som gör en akademisk formulering mer exakt. Det kan användas om perspektiv, material, handlingar, miljöer eller relationer. Termen är särskilt nyttig när mening, historia, språk, subjektivitet, kunskap och vetenskapliga antaganden analyseras.",Anger en analytisk kvalitet.,historiallistava,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
672,diskursanalytisk,adjektiv,"diskursanalytisk används för att beskriva något som kännetecknas av en viss riktning, kvalitet eller relation. I forskning och undervisning är ordet användbart eftersom det gör det möjligt att precisera stämning, metod, maktrelation, materialitet eller kunskapssyn. Det passar väl inom humanistisk teori, kulturteori och vetenskapsteori.",Visar hur språk formar betydelser.,diskurssianalyyttinen,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
673,semiotisk,adjektiv,"Att beskriva något som semiotisk innebär att man lyfter fram en särskild kvalitet hos fenomenet. I humanistisk teori, kulturteori och vetenskapsteori hjälper adjektivet att göra analysens perspektiv tydligt och avgränsat. Det kan användas för att beskriva både teori, metod, material och pedagogisk praktik.",Anger en analytisk kvalitet.,semioottinen,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
674,genealogisk,adjektiv,"Att beskriva något som genealogisk innebär att man lyfter fram en särskild kvalitet hos fenomenet. I humanistisk teori, kulturteori och vetenskapsteori hjälper adjektivet att göra analysens perspektiv tydligt och avgränsat. Det kan användas för att beskriva både teori, metod, material och pedagogisk praktik.",Anger en analytisk kvalitet.,genealoginen,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
675,postmodern,adjektiv,"Som adjektiv anger postmodern vilken typ av förhållningssätt, kvalitet eller teoretisk orientering som avses. I humanistisk teori, kulturteori och vetenskapsteori hjälper ordet att skilja mellan olika sätt att förstå begrepp, tolkningar, traditioner, kritiska läsningar och de villkor som gör kunskap möjlig. Det gör analysens perspektiv tydligare.",Anger en analytisk kvalitet.,postmoderni,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
676,biopolitisk,adjektiv,"Att beskriva något som biopolitisk innebär att man lyfter fram en särskild kvalitet hos fenomenet. I humanistisk teori, kulturteori och vetenskapsteori hjälper adjektivet att göra analysens perspektiv tydligt och avgränsat. Det kan användas för att beskriva både teori, metod, material och pedagogisk praktik.",Anger en analytisk kvalitet.,biopoliittinen,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
677,neoliberal,adjektiv,"Som adjektiv anger neoliberal vilken typ av förhållningssätt, kvalitet eller teoretisk orientering som avses. I humanistisk teori, kulturteori och vetenskapsteori hjälper ordet att skilja mellan olika sätt att förstå begrepp, tolkningar, traditioner, kritiska läsningar och de villkor som gör kunskap möjlig. Det gör analysens perspektiv tydligare.",Anger en analytisk kvalitet.,uusliberalistinen,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
678,komplex,adjektiv,"komplex används för att beskriva något som kännetecknas av en viss riktning, kvalitet eller relation. I forskning och undervisning är ordet användbart eftersom det gör det möjligt att precisera stämning, metod, maktrelation, materialitet eller kunskapssyn. Det passar väl inom humanistisk teori, kulturteori och vetenskapsteori.",Anger en analytisk kvalitet.,kompleksinen,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
679,ambivalent,adjektiv,"När något kallas ambivalent sägs det ha en viss teoretisk, metodisk eller pedagogisk karaktär. Adjektivet hjälper till att nyansera analysen: det visar inte bara vad något är, utan hur det verkar i ett sammanhang. I humanistisk teori, kulturteori och vetenskapsteori används det ofta för att beskriva begrepp, tolkningar, traditioner, kritiska läsningar och de villkor som gör kunskap möjlig.",Anger en analytisk kvalitet.,ambivalentti,humanistisk teori och vetenskapsteori,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
680,avhandling,substantiv,"När man talar om avhandling talar man om något som får betydelse först i ett större sammanhang. Termen används för att visa hur praktik, material, språk, erfarenhet och positioner hänger samman. Den passar särskilt väl i akademiskt skrivande, forskningskommunikation och högre utbildning, där man ofta behöver beskriva textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker.",Begrepp för akademiskt språk och arbete.,väitöskirja,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
681,licentiatuppsats,substantiv,"licentiatuppsats är ett centralt substantiv inom akademiskt skrivande, forskningskommunikation och högre utbildning. Det fungerar som ett analytiskt ord för att ringa in ett fenomen, en relation eller en praktik som behöver beskrivas mer noggrant än i vardagsspråk. Det är särskilt användbart när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Begrepp för akademiskt språk och arbete.,lisensiaatintutkimus,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
682,artikelmanus,substantiv,"artikelmanus är ett ord man använder när man vill beskriva ett forskningsobjekt, ett material eller en pedagogisk situation mer nyanserat. Det gör det möjligt att skilja mellan olika betydelser och nivåer i analysen. I akademiskt skrivande, forskningskommunikation och högre utbildning används termen för att analysera textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Begrepp för akademiskt språk och arbete.,artikkelikäsikirjoitus,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
683,abstract,substantiv,"Med abstract avses här ett begrepp som hjälper till att namnge något som påverkar hur kunskap, erfarenhet eller betydelse skapas. I akademiskt skrivande, forskningskommunikation och högre utbildning används ordet för att uppmärksamma textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker. Det ger forskaren ett språk för att ställa mer precisa frågor.",Begrepp för akademiskt språk och arbete.,tiivistelmä,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
684,nyckelord,substantiv,"nyckelord är ett ord man använder när man vill beskriva ett forskningsobjekt, ett material eller en pedagogisk situation mer nyanserat. Det gör det möjligt att skilja mellan olika betydelser och nivåer i analysen. I akademiskt skrivande, forskningskommunikation och högre utbildning används termen för att analysera textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Markerar centrala sökbara begrepp.,avainsanat,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
685,syfte,substantiv,"När man talar om syfte talar man om något som får betydelse först i ett större sammanhang. Termen används för att visa hur praktik, material, språk, erfarenhet och positioner hänger samman. Den passar särskilt väl i akademiskt skrivande, forskningskommunikation och högre utbildning, där man ofta behöver beskriva textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker.",Anger studiens huvudsakliga mål.,tavoite,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
686,frågeställning,substantiv,"frågeställning betecknar ett fenomen eller en dimension som blir viktig när man analyserar texter, bilder, material, undervisningssituationer eller forskningsprocesser. Begreppet hör hemma i akademiskt skrivande, forskningskommunikation och högre utbildning och används när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Begrepp för akademiskt språk och arbete.,kysymyksenasettelu,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
687,bakgrund,substantiv,"bakgrund är ett centralt substantiv inom akademiskt skrivande, forskningskommunikation och högre utbildning. Det fungerar som ett analytiskt ord för att ringa in ett fenomen, en relation eller en praktik som behöver beskrivas mer noggrant än i vardagsspråk. Det är särskilt användbart när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Begrepp för akademiskt språk och arbete.,tausta,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
688,tidigare forskning,substantiv,"Som forskningsbegrepp pekar tidigare forskning på något som inte bara ska definieras, utan också undersökas i sina sammanhang. Ordet hjälper en att se vilka relationer, värden, handlingar eller villkor som påverkar situationen. I akademiskt skrivande, forskningskommunikation och högre utbildning riktas uppmärksamheten särskilt mot textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker.",Begrepp för akademiskt språk och arbete.,aiempi tutkimus,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
689,teorianknytning,substantiv,"teorianknytning är ett centralt substantiv inom akademiskt skrivande, forskningskommunikation och högre utbildning. Det fungerar som ett analytiskt ord för att ringa in ett fenomen, en relation eller en praktik som behöver beskrivas mer noggrant än i vardagsspråk. Det är särskilt användbart när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Ger begreppsliga tolkningsramar.,teoreettinen kytkentä,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
690,metodavsnitt,substantiv,"metodavsnitt är ett centralt substantiv inom akademiskt skrivande, forskningskommunikation och högre utbildning. Det fungerar som ett analytiskt ord för att ringa in ett fenomen, en relation eller en praktik som behöver beskrivas mer noggrant än i vardagsspråk. Det är särskilt användbart när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Markerar hur något avgränsas analytiskt.,menetelmäosio,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
691,resultat,substantiv,"Med resultat avses här ett begrepp som hjälper till att namnge något som påverkar hur kunskap, erfarenhet eller betydelse skapas. I akademiskt skrivande, forskningskommunikation och högre utbildning används ordet för att uppmärksamma textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker. Det ger forskaren ett språk för att ställa mer precisa frågor.",Visar vad undersökningen kommer fram till.,tulos,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
692,analysavsnitt,substantiv,"När man talar om analysavsnitt talar man om något som får betydelse först i ett större sammanhang. Termen används för att visa hur praktik, material, språk, erfarenhet och positioner hänger samman. Den passar särskilt väl i akademiskt skrivande, forskningskommunikation och högre utbildning, där man ofta behöver beskriva textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker.",Markerar hur något avgränsas analytiskt.,analyysiosio,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
693,diskussion,substantiv,"diskussion är ett centralt substantiv inom akademiskt skrivande, forskningskommunikation och högre utbildning. Det fungerar som ett analytiskt ord för att ringa in ett fenomen, en relation eller en praktik som behöver beskrivas mer noggrant än i vardagsspråk. Det är särskilt användbart när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Begrepp för akademiskt språk och arbete.,keskusteluosio,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
694,slutsats,substantiv,"slutsats är ett centralt substantiv inom akademiskt skrivande, forskningskommunikation och högre utbildning. Det fungerar som ett analytiskt ord för att ringa in ett fenomen, en relation eller en praktik som behöver beskrivas mer noggrant än i vardagsspråk. Det är särskilt användbart när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Begrepp för akademiskt språk och arbete.,johtopäätös,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
695,implikation,substantiv,"implikation är ett ord man använder när man vill beskriva ett forskningsobjekt, ett material eller en pedagogisk situation mer nyanserat. Det gör det möjligt att skilja mellan olika betydelser och nivåer i analysen. I akademiskt skrivande, forskningskommunikation och högre utbildning används termen för att analysera textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Begrepp för akademiskt språk och arbete.,implikaatio,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
696,begränsning,substantiv,"begränsning betecknar ett fenomen eller en dimension som blir viktig när man analyserar texter, bilder, material, undervisningssituationer eller forskningsprocesser. Begreppet hör hemma i akademiskt skrivande, forskningskommunikation och högre utbildning och används när en forskningsprocess formuleras, granskas, publiceras, presenteras eller administreras. Ordet är användbart för att förstå hur forskning görs begriplig, bedömningsbar och delbar för andra.",Begrepp för akademiskt språk och arbete.,rajoitus,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
697,referens,substantiv,"Som forskningsbegrepp pekar referens på något som inte bara ska definieras, utan också undersökas i sina sammanhang. Ordet hjälper en att se vilka relationer, värden, handlingar eller villkor som påverkar situationen. I akademiskt skrivande, forskningskommunikation och högre utbildning riktas uppmärksamheten särskilt mot textens uppbyggnad, argumentation, källor, kvalitetssäkring och forskarsamhällets praktiker.",Knyter texten till källor.,viite,akademiskt språk,https://www.vr.se/analys/rapporter/vara-rapporter/2023-01-27-forskningsoversikt-2023-humaniora-och-samhallsvetenskap.html
